date,ranking,name,country,age,points,tournamentsPlayed,playerUrl
1982-12-27,48,Chris Lewis,NZL,25,0,0,https://www.atptour.com/en/players/chris-lewis/l024/overview
1982-12-27,49,Pavel Slozil,CZE,26,0,0,https://www.atptour.com/en/players/pavel-slozil/s056/overview
1982-12-27,50,Russell Simpson,NZL,28,0,0,https://www.atptour.com/en/players/russell-simpson/s052/overview
1983-12-19,1,John McEnroe,USA,24,0,0,https://www.atptour.com/en/players/john-mcenroe/m047/overview
1983-12-19,2,Ivan Lendl,USA,23,0,0,https://www.atptour.com/en/players/ivan-lendl/l018/overview
1983-12-19,3,Jimmy Connors,USA,31,0,0,https://www.atptour.com/en/players/jimmy-connors/c044/overview
1983-12-19,4,Mats Wilander,SWE,19,0,0,https://www.atptour.com/en/players/mats-wilander/w023/overview
1983-12-19,5,Yannick Noah,FRA,23,0,0,https://www.atptour.com/en/players/yannick-noah/n022/overview
1983-12-19,6,Jimmy Arias,USA,19,0,0,https://www.atptour.com/en/players/jimmy-arias/a031/overview
1983-12-19,7,Jose Higueras,ESP,30,0,0,https://www.atptour.com/en/players/jose-higueras/h019/overview
1983-12-19,8,Jose-Luis Clerc,ARG,25,0,0,https://www.atptour.com/en/players/jose-luis-clerc/c039/overview
1983-12-19,9,Kevin Curren,USA,25,0,0,https://www.atptour.com/en/players/kevin-curren/c057/overview
1983-12-19,10,Gene Mayer,USA,27,0,0,https://www.atptour.com/en/players/gene-mayer/m038/overview
1983-12-19,11,Guillermo Vilas,ARG,31,0,0,https://www.atptour.com/en/players/guillermo-vilas/v028/overview
1983-12-19,12,Bill Scanlon,USA,27,0,0,https://www.atptour.com/en/players/bill-scanlon/s017/overview
1983-12-19,13,Eliot Teltscher,USA,24,0,0,https://www.atptour.com/en/players/eliot-teltscher/t012/overview
1983-12-19,14,Andres Gomez,ECU,23,0,0,https://www.atptour.com/en/players/andres-gomez/g023/overview
1983-12-19,15,Johan Kriek,USA,25,0,0,https://www.atptour.com/en/players/johan-kriek/k022/overview
1983-12-19,16,Tim Mayotte,USA,23,0,0,https://www.atptour.com/en/players/tim-mayotte/m041/overview
1983-12-19,17,Tomas Smid,CZE,27,0,0,https://www.atptour.com/en/players/tomas-smid/s058/overview
1983-12-19,18,Sandy Mayer,USA,31,0,0,https://www.atptour.com/en/players/sandy-mayer/m039/overview
1983-12-19,19,Anders Jarryd,SWE,22,0,0,https://www.atptour.com/en/players/anders-jarryd/j006/overview
1983-12-19,20,Vitas Gerulaitis,USA,29,0,0,https://www.atptour.com/en/players/vitas-gerulaitis/g008/overview
1983-12-19,21,Brian Gottfried,USA,31,0,0,https://www.atptour.com/en/players/brian-gottfried/g029/overview
1983-12-19,22,Peter McNamara,AUS,28,0,0,https://www.atptour.com/en/players/peter-mcnamara/m051/overview
1983-12-19,23,Henrik Sundstrom,SWE,19,0,0,https://www.atptour.com/en/players/henrik-sundstrom/s097/overview
1983-12-19,24,Scott Davis,USA,21,0,0,https://www.atptour.com/en/players/scott-davis/d004/overview
1983-12-19,25,Heinz Gunthardt,SUI,24,0,0,https://www.atptour.com/en/players/heinz-gunthardt/g050/overview
1983-12-19,26,Chris Lewis,NZL,26,0,0,https://www.atptour.com/en/players/chris-lewis/l024/overview
1983-12-19,27,Joakim Nystrom,SWE,20,0,0,https://www.atptour.com/en/players/joakim-nystrom/n030/overview
1983-12-19,28,Mel Purcell,USA,24,0,0,https://www.atptour.com/en/players/mel-purcell/p057/overview
1983-12-19,29,Brian Teacher,USA,28,0,0,https://www.atptour.com/en/players/brian-teacher/t011/overview
1983-12-19,30,Henri Leconte,FRA,20,0,0,https://www.atptour.com/en/players/henri-leconte/l014/overview
1983-12-19,31,Robert Van't Hof,USA,24,0,0,https://www.atptour.com/en/players/robert-van't-hof/v008/overview
1983-12-19,32,Peter Fleming,USA,28,0,0,https://www.atptour.com/en/players/peter-fleming/f030/overview
1983-12-19,33,Colin Dowdeswell,GBR,28,0,0,https://www.atptour.com/en/players/colin-dowdeswell/d037/overview
1983-12-19,34,Pat Cash,AUS,18,0,0,https://www.atptour.com/en/players/pat-cash/c023/overview
1983-12-19,35,Paul McNamee,AUS,29,0,0,https://www.atptour.com/en/players/paul-mcnamee/m050/overview
1983-12-19,36,Roscoe Tanner,USA,32,0,0,https://www.atptour.com/en/players/roscoe-tanner/t006/overview
1983-12-19,37,Mark Edmondson,AUS,29,0,0,https://www.atptour.com/en/players/mark-edmondson/e005/overview
1983-12-19,38,Tim Gullikson,USA,32,0,0,https://www.atptour.com/en/players/tim-gullikson/g048/overview
1983-12-19,39,Pablo Arraya,PER,22,0,0,https://www.atptour.com/en/players/pablo-arraya/a035/overview
1983-12-19,40,Wojtek Fibak,POL,31,0,0,https://www.atptour.com/en/players/wojtek-fibak/f020/overview
1983-12-19,41,Henry Pfister,USA,30,0,0,https://www.atptour.com/en/players/henry-pfister/p026/overview
1983-12-19,42,Shlomo Glickstein,ISR,25,0,0,https://www.atptour.com/en/players/shlomo-glickstein/g019/overview
1983-12-19,43,John Fitzgerald,AUS,22,0,0,https://www.atptour.com/en/players/john-fitzgerald/f028/overview
1983-12-19,44,Mike Bauer,USA,24,0,0,https://www.atptour.com/en/players/mike-bauer/b023/overview
1983-12-19,45,Jimmy Brown,USA,18,0,0,https://www.atptour.com/en/players/jimmy-brown/b074/overview
1983-12-19,46,Fritz Buehning,USA,23,0,0,https://www.atptour.com/en/players/fritz-buehning/b079/overview
1983-12-19,47,Gianni Ocleppo,ITA,26,0,0,https://www.atptour.com/en/players/gianni-ocleppo/o004/overview
1983-12-19,48,Christophe Roger-Vasselin,FRA,26,0,0,https://www.atptour.com/en/players/christophe-roger-vasselin/r037/overview
1983-12-19,49,Eric Korita,USA,20,0,0,https://www.atptour.com/en/players/eric-korita/k019/overview
1983-12-19,50,Roberto Arguello,ARG,20,0,0,https://www.atptour.com/en/players/roberto-arguello/a030/overview
1983-12-19,51,Diego Perez,URU,21,0,0,https://www.atptour.com/en/players/diego-perez/p021/overview
1983-12-19,52,Balazs Taroczy,HUN,29,0,0,https://www.atptour.com/en/players/balazs-taroczy/t007/overview
1983-12-19,53,Fernando Luna,ESP,25,0,0,https://www.atptour.com/en/players/fernando-luna/l043/overview
1983-12-19,54,Stefan Edberg,SWE,17,0,0,https://www.atptour.com/en/players/stefan-edberg/e004/overview
1983-12-19,55,Corrado Barazzutti,ITA,30,0,0,https://www.atptour.com/en/players/corrado-barazzutti/b007/overview
1983-12-19,56,Victor Pecci,PAR,28,0,0,https://www.atptour.com/en/players/victor-pecci/p015/overview
1983-12-19,57,Libor Pimek,BEL,20,0,0,https://www.atptour.com/en/players/libor-pimek/p032/overview
1983-12-19,58,Steve Denton,USA,27,0,0,https://www.atptour.com/en/players/steve-denton/d019/overview
1983-12-19,59,Chip Hooper,USA,25,0,0,https://www.atptour.com/en/players/chip-hooper/h033/overview
1983-12-19,60,Tom Gullikson,USA,32,0,0,https://www.atptour.com/en/players/tom-gullikson/g049/overview
1983-12-19,61,Stefan Simonsson,SWE,23,0,0,https://www.atptour.com/en/players/stefan-simonsson/s051/overview
1983-12-19,62,Brad Gilbert,USA,22,0,0,https://www.atptour.com/en/players/brad-gilbert/g016/overview
1983-12-19,63,Thomas Hogstedt,SWE,20,0,0,https://www.atptour.com/en/players/thomas-hogstedt/h029/overview
1983-12-19,64,Juan Aguilera,ESP,21,0,0,https://www.atptour.com/en/players/juan-aguilera/a007/overview
1983-12-19,65,Nduka Odizor,NGR,25,0,0,https://www.atptour.com/en/players/nduka-odizor/o006/overview
1983-12-19,66,Mark Dickson,USA,24,0,0,https://www.atptour.com/en/players/mark-dickson/d028/overview
1983-12-19,67,Wally Masur,AUS,20,0,0,https://www.atptour.com/en/players/wally-masur/m030/overview
1983-12-19,68,Claudio Panatta,ITA,23,0,0,https://www.atptour.com/en/players/claudio-panatta/p008/overview
1983-12-19,69,Francesco Cancellotti,ITA,20,0,0,https://www.atptour.com/en/players/francesco-cancellotti/c013/overview
1983-12-19,70,Sergio Casal,ESP,21,0,0,https://www.atptour.com/en/players/sergio-casal/c024/overview
1983-12-19,70,Sammy Giammalva Jr.,USA,20,0,0,https://www.atptour.com/en/players/sammy-giammalva-jr./g013/overview
1983-12-19,72,Manuel Orantes,ESP,34,0,0,https://www.atptour.com/en/players/manuel-orantes/o017/overview
1983-12-19,73,Mario Martinez,BOL,22,0,0,https://www.atptour.com/en/players/mario-martinez/m026/overview
1983-12-19,74,Raul Ramirez,MEX,30,0,0,https://www.atptour.com/en/players/raul-ramirez/r065/overview
1983-12-19,75,Eric Fromm,USA,25,0,0,https://www.atptour.com/en/players/eric-fromm/f047/overview
1983-12-19,76,Brad Drewett,AUS,25,0,0,https://www.atptour.com/en/players/brad-drewett/d040/overview
1983-12-19,77,John Alexander,AUS,32,0,0,https://www.atptour.com/en/players/john-alexander/a014/overview
1983-12-19,78,Glenn Michibata,CAN,21,0,0,https://www.atptour.com/en/players/glenn-michibata/m064/overview
1983-12-19,79,Cassio Motta,BRA,23,0,0,https://www.atptour.com/en/players/cassio-motta/m092/overview
1983-12-19,80,Florin Segarceanu,ROU,22,0,0,https://www.atptour.com/en/players/florin-segarceanu/s033/overview
1983-12-19,81,Pavel Slozil,CZE,27,0,0,https://www.atptour.com/en/players/pavel-slozil/s056/overview
1983-12-19,82,Thierry Tulasne,FRA,20,0,0,https://www.atptour.com/en/players/thierry-tulasne/t032/overview
1983-12-19,83,Ramesh Krishnan,IND,22,0,0,https://www.atptour.com/en/players/ramesh-krishnan/k024/overview
1983-12-19,84,Marty Davis,USA,25,0,0,https://www.atptour.com/en/players/marty-davis/d005/overview
1983-12-19,85,Roland Stadler,SUI,24,0,0,https://www.atptour.com/en/players/roland-stadler/s077/overview
1983-12-19,86,Zoltan Kuharszky,HUN,24,0,0,https://www.atptour.com/en/players/zoltan-kuharszky/k031/overview
1983-12-19,87,John Lloyd,GBR,29,0,0,https://www.atptour.com/en/players/john-lloyd/l036/overview
1983-12-19,87,Steve Meister,USA,25,0,0,https://www.atptour.com/en/players/steve-meister/m056/overview
1983-12-19,89,Bernard Boileau,BEL,24,0,0,https://www.atptour.com/en/players/bernard-boileau/b054/overview
1983-12-19,90,Eddie Dibbs,USA,32,0,0,https://www.atptour.com/en/players/eddie-dibbs/d026/overview
1983-12-19,91,Van Winitsky,USA,24,0,0,https://www.atptour.com/en/players/van-winitsky/w027/overview
1983-12-19,92,Mike De Palmer,USA,22,0,0,https://www.atptour.com/en/players/mike-de-palmer/d021/overview
1983-12-19,93,Rolf Gehring,GER,28,0,0,https://www.atptour.com/en/players/rolf-gehring/g007/overview
1983-12-19,93,Aaron Krickstein,USA,16,0,0,https://www.atptour.com/en/players/aaron-krickstein/k023/overview
1983-12-19,95,Marko Ostoja,CRO,23,0,0,https://www.atptour.com/en/players/marko-ostoja/o025/overview
1983-12-19,96,Russell Simpson,NZL,29,0,0,https://www.atptour.com/en/players/russell-simpson/s052/overview
1983-12-19,97,Nick Saviano,USA,27,0,0,https://www.atptour.com/en/players/nick-saviano/s111/overview
1983-12-19,98,Matt Doyle,IRL,25,0,0,https://www.atptour.com/en/players/matt-doyle/d039/overview
1983-12-19,99,Jan Gunnarsson,SWE,21,0,0,https://www.atptour.com/en/players/jan-gunnarsson/g053/overview
1983-12-19,100,Miloslav Mecir Sr.,SVK,19,0,0,https://www.atptour.com/en/players/miloslav-mecir-sr./m052/overview
1984-12-24,1,John McEnroe,USA,25,0,0,https://www.atptour.com/en/players/john-mcenroe/m047/overview
1984-12-24,2,Jimmy Connors,USA,32,0,0,https://www.atptour.com/en/players/jimmy-connors/c044/overview
1984-12-24,3,Ivan Lendl,USA,24,0,0,https://www.atptour.com/en/players/ivan-lendl/l018/overview
1984-12-24,4,Mats Wilander,SWE,20,0,0,https://www.atptour.com/en/players/mats-wilander/w023/overview
1984-12-24,5,Andres Gomez,ECU,24,0,0,https://www.atptour.com/en/players/andres-gomez/g023/overview
1984-12-24,6,Anders Jarryd,SWE,23,0,0,https://www.atptour.com/en/players/anders-jarryd/j006/overview
1984-12-24,7,Henrik Sundstrom,SWE,20,0,0,https://www.atptour.com/en/players/henrik-sundstrom/s097/overview
1984-12-24,8,Eliot Teltscher,USA,25,0,0,https://www.atptour.com/en/players/eliot-teltscher/t012/overview
1984-12-24,9,Yannick Noah,FRA,24,0,0,https://www.atptour.com/en/players/yannick-noah/n022/overview
1984-12-24,10,Pat Cash,AUS,19,0,0,https://www.atptour.com/en/players/pat-cash/c023/overview
1984-12-24,11,Joakim Nystrom,SWE,21,0,0,https://www.atptour.com/en/players/joakim-nystrom/n030/overview
1984-12-24,12,Aaron Krickstein,USA,17,0,0,https://www.atptour.com/en/players/aaron-krickstein/k023/overview
1984-12-24,13,Johan Kriek,USA,26,0,0,https://www.atptour.com/en/players/johan-kriek/k022/overview
1984-12-24,14,Jimmy Arias,USA,20,0,0,https://www.atptour.com/en/players/jimmy-arias/a031/overview
1984-12-24,15,Kevin Curren,USA,26,0,0,https://www.atptour.com/en/players/kevin-curren/c057/overview
1984-12-24,16,Tomas Smid,CZE,28,0,0,https://www.atptour.com/en/players/tomas-smid/s058/overview
1984-12-24,17,Vitas Gerulaitis,USA,30,0,0,https://www.atptour.com/en/players/vitas-gerulaitis/g008/overview
1984-12-24,18,Gene Mayer,USA,28,0,0,https://www.atptour.com/en/players/gene-mayer/m038/overview
1984-12-24,19,Juan Aguilera,ESP,22,0,0,https://www.atptour.com/en/players/juan-aguilera/a007/overview
1984-12-24,20,Stefan Edberg,SWE,18,0,0,https://www.atptour.com/en/players/stefan-edberg/e004/overview
1984-12-24,21,Jose Higueras,ESP,31,0,0,https://www.atptour.com/en/players/jose-higueras/h019/overview
1984-12-24,22,Ben Testerman,USA,22,0,0,https://www.atptour.com/en/players/ben-testerman/t014/overview
1984-12-24,23,Brad Gilbert,USA,23,0,0,https://www.atptour.com/en/players/brad-gilbert/g016/overview
1984-12-24,24,Ramesh Krishnan,IND,23,0,0,https://www.atptour.com/en/players/ramesh-krishnan/k024/overview
1984-12-24,25,Libor Pimek,BEL,21,0,0,https://www.atptour.com/en/players/libor-pimek/p032/overview
1984-12-24,26,Francesco Cancellotti,ITA,21,0,0,https://www.atptour.com/en/players/francesco-cancellotti/c013/overview
1984-12-24,27,Henri Leconte,FRA,21,0,0,https://www.atptour.com/en/players/henri-leconte/l014/overview
1984-12-24,28,Guillermo Vilas,ARG,32,0,0,https://www.atptour.com/en/players/guillermo-vilas/v028/overview
1984-12-24,29,John Sadri,USA,28,0,0,https://www.atptour.com/en/players/john-sadri/s005/overview
1984-12-24,30,David Pate,USA,22,0,0,https://www.atptour.com/en/players/david-pate/p012/overview
1984-12-24,31,Heinz Gunthardt,SUI,25,0,0,https://www.atptour.com/en/players/heinz-gunthardt/g050/overview
1984-12-24,32,John Lloyd,GBR,30,0,0,https://www.atptour.com/en/players/john-lloyd/l036/overview
1984-12-24,33,Jose-Luis Clerc,ARG,26,0,0,https://www.atptour.com/en/players/jose-luis-clerc/c039/overview
1984-12-24,34,Terry Moor,USA,32,0,0,https://www.atptour.com/en/players/terry-moor/m081/overview
1984-12-24,35,Mark Dickson,USA,25,0,0,https://www.atptour.com/en/players/mark-dickson/d028/overview
1984-12-24,36,Guy Forget,FRA,19,0,0,https://www.atptour.com/en/players/guy-forget/f035/overview
1984-12-24,37,John Fitzgerald,AUS,23,0,0,https://www.atptour.com/en/players/john-fitzgerald/f028/overview
1984-12-24,38,Victor Pecci,PAR,29,0,0,https://www.atptour.com/en/players/victor-pecci/p015/overview
1984-12-24,39,Tim Wilkison,USA,25,0,0,https://www.atptour.com/en/players/tim-wilkison/w019/overview
1984-12-24,40,Bob Green,USA,24,0,0,https://www.atptour.com/en/players/bob-green/g043/overview
1984-12-24,40,Pavel Slozil,CZE,28,0,0,https://www.atptour.com/en/players/pavel-slozil/s056/overview
1984-12-24,42,Vijay Amritraj,IND,31,0,0,https://www.atptour.com/en/players/vijay-amritraj/a022/overview
1984-12-24,43,Balazs Taroczy,HUN,30,0,0,https://www.atptour.com/en/players/balazs-taroczy/t007/overview
1984-12-24,44,Tim Mayotte,USA,24,0,0,https://www.atptour.com/en/players/tim-mayotte/m041/overview
1984-12-24,45,Wojtek Fibak,POL,32,0,0,https://www.atptour.com/en/players/wojtek-fibak/f020/overview
1984-12-24,46,Mike Bauer,USA,25,0,0,https://www.atptour.com/en/players/mike-bauer/b023/overview
1984-12-24,47,Sammy Giammalva Jr.,USA,21,0,0,https://www.atptour.com/en/players/sammy-giammalva-jr./g013/overview
1984-12-24,48,Jan Gunnarsson,SWE,22,0,0,https://www.atptour.com/en/players/jan-gunnarsson/g053/overview
1984-12-24,49,Scott Davis,USA,22,0,0,https://www.atptour.com/en/players/scott-davis/d004/overview
1984-12-24,50,Miloslav Mecir Sr.,SVK,20,0,0,https://www.atptour.com/en/players/miloslav-mecir-sr./m052/overview
1984-12-24,51,Peter Fleming,USA,29,0,0,https://www.atptour.com/en/players/peter-fleming/f030/overview
1984-12-24,52,Diego Perez,URU,22,0,0,https://www.atptour.com/en/players/diego-perez/p021/overview
1984-12-24,53,Brian Teacher,USA,30,0,0,https://www.atptour.com/en/players/brian-teacher/t011/overview
1984-12-24,54,Thierry Tulasne,FRA,21,0,0,https://www.atptour.com/en/players/thierry-tulasne/t032/overview
1984-12-24,55,Matt Mitchell,USA,27,0,0,https://www.atptour.com/en/players/matt-mitchell/m071/overview
1984-12-24,56,Martin Jaite,ARG,20,0,0,https://www.atptour.com/en/players/martin-jaite/j004/overview
1984-12-24,57,Bill Scanlon,USA,28,0,0,https://www.atptour.com/en/players/bill-scanlon/s017/overview
1984-12-24,58,Pablo Arraya,PER,23,0,0,https://www.atptour.com/en/players/pablo-arraya/a035/overview
1984-12-24,59,Greg Holmes,USA,21,0,0,https://www.atptour.com/en/players/greg-holmes/h030/overview
1984-12-24,60,Hans Gildemeister,CHI,28,0,0,https://www.atptour.com/en/players/hans-gildemeister/g015/overview
1984-12-24,61,Paul McNamee,AUS,30,0,0,https://www.atptour.com/en/players/paul-mcnamee/m050/overview
1984-12-24,61,Leif Shiras,USA,25,0,0,https://www.atptour.com/en/players/leif-shiras/s045/overview
1984-12-24,63,Alejandro Ganzabal,ARG,24,0,0,https://www.atptour.com/en/players/alejandro-ganzabal/g001/overview
1984-12-24,64,Marty Davis,USA,26,0,0,https://www.atptour.com/en/players/marty-davis/d005/overview
1984-12-24,65,Jay Lapidus,USA,25,0,0,https://www.atptour.com/en/players/jay-lapidus/l005/overview
1984-12-24,66,Boris Becker,GER,17,0,0,https://www.atptour.com/en/players/boris-becker/b028/overview
1984-12-24,67,Mel Purcell,USA,25,0,0,https://www.atptour.com/en/players/mel-purcell/p057/overview
1984-12-24,68,John Frawley,AUS,19,0,0,https://www.atptour.com/en/players/john-frawley/f040/overview
1984-12-24,69,Trevor Allan,AUS,29,0,0,https://www.atptour.com/en/players/trevor-allan/a017/overview
1984-12-24,70,Fernando Luna,ESP,26,0,0,https://www.atptour.com/en/players/fernando-luna/l043/overview
1984-12-24,71,Tarik Benhabiles,FRA,19,0,0,https://www.atptour.com/en/players/tarik-benhabiles/b037/overview
1984-12-24,72,Danie Visser,RSA,23,0,0,https://www.atptour.com/en/players/danie-visser/v032/overview
1984-12-24,73,Michael Westphal,GER,19,0,0,https://www.atptour.com/en/players/michael-westphal/w014/overview
1984-12-24,74,Tom Gullikson,USA,33,0,0,https://www.atptour.com/en/players/tom-gullikson/g049/overview
1984-12-24,75,Brad Drewett,AUS,26,0,0,https://www.atptour.com/en/players/brad-drewett/d040/overview
1984-12-24,76,Shahar Perkiss,ISR,22,0,0,https://www.atptour.com/en/players/shahar-perkiss/p018/overview
1984-12-24,77,Zoltan Kuharszky,HUN,25,0,0,https://www.atptour.com/en/players/zoltan-kuharszky/k031/overview
1984-12-24,78,Michiel Schapers,NED,25,0,0,https://www.atptour.com/en/players/michiel-schapers/s021/overview
1984-12-24,79,Blaine Willenborg,USA,24,0,0,https://www.atptour.com/en/players/blaine-willenborg/w022/overview
1984-12-24,80,Steve Meister,USA,26,0,0,https://www.atptour.com/en/players/steve-meister/m056/overview
1984-12-24,81,Shlomo Glickstein,ISR,26,0,0,https://www.atptour.com/en/players/shlomo-glickstein/g019/overview
1984-12-24,82,Francisco Gonzalez,PAR,29,0,0,https://www.atptour.com/en/players/francisco-gonzalez/g024/overview
1984-12-24,83,Givaldo Barbosa,BRA,30,0,0,https://www.atptour.com/en/players/givaldo-barbosa/b015/overview
1984-12-24,84,Thomas Hogstedt,SWE,21,0,0,https://www.atptour.com/en/players/thomas-hogstedt/h029/overview
1984-12-24,85,Peter Doohan,AUS,23,0,0,https://www.atptour.com/en/players/peter-doohan/d036/overview
1984-12-24,86,Henry Pfister,USA,31,0,0,https://www.atptour.com/en/players/henry-pfister/p026/overview
1984-12-24,87,Jaroslav Navratil,CZE,27,0,0,https://www.atptour.com/en/players/jaroslav-navratil/n010/overview
1984-12-24,87,Hans Schwaier,GER,20,0,0,https://www.atptour.com/en/players/hans-schwaier/s028/overview
1984-12-24,89,Horacio de la Pena,ARG,18,0,0,https://www.atptour.com/en/players/horacio-de-la-pena/d008/overview
1984-12-24,90,Brian Gottfried,USA,32,0,0,https://www.atptour.com/en/players/brian-gottfried/g029/overview
1984-12-24,91,Jakob Hlasek,SUI,20,0,0,https://www.atptour.com/en/players/jakob-hlasek/h025/overview
1984-12-24,92,Eddie Edwards,RSA,28,0,0,https://www.atptour.com/en/players/eddie-edwards/e006/overview
1984-12-24,93,Chris Lewis,NZL,27,0,0,https://www.atptour.com/en/players/chris-lewis/l024/overview
1984-12-24,94,Paul Annacone,USA,21,0,0,https://www.atptour.com/en/players/paul-annacone/a027/overview
1984-12-24,95,Mike Leach,USA,24,0,0,https://www.atptour.com/en/players/mike-leach/l012/overview
1984-12-24,96,Chip Hooper,USA,26,0,0,https://www.atptour.com/en/players/chip-hooper/h033/overview
1984-12-24,97,Todd Nelson,USA,23,0,0,https://www.atptour.com/en/players/todd-nelson/n013/overview
1984-12-24,98,Pedro Rebolledo,CHI,24,0,0,https://www.atptour.com/en/players/pedro-rebolledo/r012/overview
1984-12-24,99,Lloyd Bourne,USA,26,0,0,https://www.atptour.com/en/players/lloyd-bourne/b066/overview
1984-12-24,100,Jimmy Brown,USA,19,0,0,https://www.atptour.com/en/players/jimmy-brown/b074/overview
1985-12-30,1,Ivan Lendl,USA,25,0,0,https://www.atptour.com/en/players/ivan-lendl/l018/overview
1985-12-30,2,John McEnroe,USA,26,0,0,https://www.atptour.com/en/players/john-mcenroe/m047/overview
1985-12-30,3,Mats Wilander,SWE,21,0,0,https://www.atptour.com/en/players/mats-wilander/w023/overview
1985-12-30,4,Jimmy Connors,USA,33,0,0,https://www.atptour.com/en/players/jimmy-connors/c044/overview
1985-12-30,5,Stefan Edberg,SWE,19,0,0,https://www.atptour.com/en/players/stefan-edberg/e004/overview
1985-12-30,6,Boris Becker,GER,18,0,0,https://www.atptour.com/en/players/boris-becker/b028/overview
1985-12-30,7,Yannick Noah,FRA,25,0,0,https://www.atptour.com/en/players/yannick-noah/n022/overview
1985-12-30,8,Anders Jarryd,SWE,24,0,0,https://www.atptour.com/en/players/anders-jarryd/j006/overview
1985-12-30,9,Miloslav Mecir Sr.,SVK,21,0,0,https://www.atptour.com/en/players/miloslav-mecir-sr./m052/overview
1985-12-30,10,Kevin Curren,USA,27,0,0,https://www.atptour.com/en/players/kevin-curren/c057/overview
1985-12-30,11,Joakim Nystrom,SWE,22,0,0,https://www.atptour.com/en/players/joakim-nystrom/n030/overview
1985-12-30,12,Tim Mayotte,USA,25,0,0,https://www.atptour.com/en/players/tim-mayotte/m041/overview
1985-12-30,13,Paul Annacone,USA,22,0,0,https://www.atptour.com/en/players/paul-annacone/a027/overview
1985-12-30,14,Johan Kriek,USA,27,0,0,https://www.atptour.com/en/players/johan-kriek/k022/overview
1985-12-30,15,Andres Gomez,ECU,25,0,0,https://www.atptour.com/en/players/andres-gomez/g023/overview
1985-12-30,16,Henri Leconte,FRA,22,0,0,https://www.atptour.com/en/players/henri-leconte/l014/overview
1985-12-30,17,Scott Davis,USA,23,0,0,https://www.atptour.com/en/players/scott-davis/d004/overview
1985-12-30,18,Brad Gilbert,USA,24,0,0,https://www.atptour.com/en/players/brad-gilbert/g016/overview
1985-12-30,19,Tomas Smid,CZE,29,0,0,https://www.atptour.com/en/players/tomas-smid/s058/overview
1985-12-30,20,Martin Jaite,ARG,21,0,0,https://www.atptour.com/en/players/martin-jaite/j004/overview
1985-12-30,21,Jimmy Arias,USA,21,0,0,https://www.atptour.com/en/players/jimmy-arias/a031/overview
1985-12-30,22,Henrik Sundstrom,SWE,21,0,0,https://www.atptour.com/en/players/henrik-sundstrom/s097/overview
1985-12-30,23,Thierry Tulasne,FRA,22,0,0,https://www.atptour.com/en/players/thierry-tulasne/t032/overview
1985-12-30,24,Eliot Teltscher,USA,26,0,0,https://www.atptour.com/en/players/eliot-teltscher/t012/overview
1985-12-30,25,Jan Gunnarsson,SWE,23,0,0,https://www.atptour.com/en/players/jan-gunnarsson/g053/overview
1985-12-30,26,David Pate,USA,23,0,0,https://www.atptour.com/en/players/david-pate/p012/overview
1985-12-30,27,Greg Holmes,USA,22,0,0,https://www.atptour.com/en/players/greg-holmes/h030/overview
1985-12-30,28,Jose-Luis Clerc,ARG,27,0,0,https://www.atptour.com/en/players/jose-luis-clerc/c039/overview
1985-12-30,29,Aaron Krickstein,USA,18,0,0,https://www.atptour.com/en/players/aaron-krickstein/k023/overview
1985-12-30,30,Matt Anger,USA,22,0,0,https://www.atptour.com/en/players/matt-anger/a025/overview
1985-12-30,31,Peter Lundgren,SWE,20,0,0,https://www.atptour.com/en/players/peter-lundgren/l044/overview
1985-12-30,32,Andreas Maurer,GER,27,0,0,https://www.atptour.com/en/players/andreas-maurer/m036/overview
1985-12-30,33,Jakob Hlasek,SUI,21,0,0,https://www.atptour.com/en/players/jakob-hlasek/h025/overview
1985-12-30,34,Libor Pimek,BEL,22,0,0,https://www.atptour.com/en/players/libor-pimek/p032/overview
1985-12-30,35,Slobodan Zivojinovic,SRB,22,0,0,https://www.atptour.com/en/players/slobodan-zivojinovic/z006/overview
1985-12-30,36,Heinz Gunthardt,SUI,26,0,0,https://www.atptour.com/en/players/heinz-gunthardt/g050/overview
1985-12-30,37,Mike Leach,USA,25,0,0,https://www.atptour.com/en/players/mike-leach/l012/overview
1985-12-30,38,Sergio Casal,ESP,23,0,0,https://www.atptour.com/en/players/sergio-casal/c024/overview
1985-12-30,39,Guillermo Vilas,ARG,33,0,0,https://www.atptour.com/en/players/guillermo-vilas/v028/overview
1985-12-30,40,Ramesh Krishnan,IND,24,0,0,https://www.atptour.com/en/players/ramesh-krishnan/k024/overview
1985-12-30,41,Sammy Giammalva Jr.,USA,22,0,0,https://www.atptour.com/en/players/sammy-giammalva-jr./g013/overview
1985-12-30,42,John Lloyd,GBR,31,0,0,https://www.atptour.com/en/players/john-lloyd/l036/overview
1985-12-30,43,Bud Schultz,USA,26,0,0,https://www.atptour.com/en/players/bud-schultz/s018/overview
1985-12-30,44,Tim Wilkison,USA,26,0,0,https://www.atptour.com/en/players/tim-wilkison/w019/overview
1985-12-30,45,Jaime Yzaga,PER,18,0,0,https://www.atptour.com/en/players/jaime-yzaga/y017/overview
1985-12-30,46,John Sadri,USA,29,0,0,https://www.atptour.com/en/players/john-sadri/s005/overview
1985-12-30,47,Hans Schwaier,GER,21,0,0,https://www.atptour.com/en/players/hans-schwaier/s028/overview
1985-12-30,48,Paul McNamee,AUS,31,0,0,https://www.atptour.com/en/players/paul-mcnamee/m050/overview
